,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,dominant_topic
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.04,0.04,0.04,0.04,0.7,0.04,0.04,0.04,4
9,0.04,0.04,0.04,0.04,0.04,0.7,0.04,0.04,5
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.08,0.08,0.08,0.08,0.08,0.08,0.47,0.08,6
9,0.09,0.09,0.09,0.09,0.09,0.35,0.09,0.09,5
9,0.09,0.09,0.09,0.35,0.09,0.09,0.09,0.09,3
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.07,0.49,0.07,0.07,0.07,0.07,0.07,0.07,1
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.08,0.08,0.08,0.08,0.08,0.44,0.08,0.08,5
9,0.08,0.44,0.08,0.08,0.08,0.08,0.08,0.08,1
9,0.42,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.62,7
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.05,0.05,0.05,0.05,0.64,0.05,0.05,0.05,4
9,0.07,0.49,0.07,0.07,0.07,0.07,0.07,0.07,1
9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.27,7
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.06,0.57,0.06,0.06,0.06,0.06,0.06,0.06,1
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.08,0.08,0.08,0.46,0.08,0.08,0.08,0.08,3
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.07,0.07,0.07,0.07,0.07,0.07,0.54,0.07,6
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.04,0.04,0.04,0.72,0.04,0.04,0.04,0.04,3
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.05,0.05,0.05,0.05,0.66,0.05,0.05,0.05,4
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.08,0.46,0.08,0.08,0.08,0.08,0.08,0.08,1
9,0.08,0.08,0.08,0.08,0.08,0.08,0.46,0.08,6
9,0.08,0.08,0.08,0.08,0.46,0.08,0.08,0.08,4
9,0.08,0.08,0.08,0.08,0.08,0.08,0.44,0.08,6
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.05,0.05,0.05,0.05,0.05,0.05,0.62,0.05,6
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.59,7
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.06,0.06,0.06,0.06,0.06,0.59,0.06,0.06,5
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.06,0.06,0.06,0.56,0.06,0.06,0.06,0.06,3
9,0.07,0.07,0.07,0.07,0.07,0.07,0.52,0.07,6
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.28,7
9,0.28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
9,0.1,0.1,0.28,0.1,0.1,0.1,0.1,0.1,2
9,0.1,0.1,0.1,0.1,0.28,0.1,0.1,0.1,4
9,0.1,0.1,0.1,0.1,0.27,0.1,0.1,0.1,4
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.09,0.09,0.09,0.09,0.09,0.09,0.38,0.09,6
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.07,0.07,0.07,0.07,0.07,0.52,0.07,0.07,5
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.09,0.35,0.09,0.09,0.09,0.09,0.09,0.09,1
9,0.09,0.09,0.09,0.09,0.09,0.35,0.09,0.09,5
9,0.09,0.09,0.09,0.09,0.35,0.09,0.09,0.09,4
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.07,0.07,0.07,0.07,0.07,0.49,0.07,0.07,5
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.05,0.05,0.05,0.05,0.65,0.05,0.05,0.05,4
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.05,0.05,0.05,0.68,0.05,0.05,0.05,0.05,3
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.08,0.08,0.08,0.44,0.08,0.08,0.08,0.08,3
10,0.08,0.08,0.44,0.08,0.08,0.08,0.08,0.08,2
10,0.08,0.44,0.08,0.08,0.08,0.08,0.08,0.08,1
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.06,0.06,0.55,0.06,0.06,0.06,0.06,0.06,2
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.42,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0
10,0.08,0.08,0.08,0.08,0.08,0.08,0.42,0.08,6
10,0.08,0.08,0.08,0.41,0.08,0.08,0.08,0.08,3
10,0.08,0.08,0.41,0.08,0.08,0.08,0.08,0.08,2
10,0.06,0.06,0.06,0.57,0.06,0.06,0.06,0.06,3
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.46,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0
10,0.06,0.06,0.06,0.59,0.06,0.06,0.06,0.06,3
10,0.33,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
10,0.1,0.1,0.1,0.1,0.1,0.1,0.32,0.1,6
10,0.1,0.32,0.1,0.1,0.1,0.1,0.1,0.1,1
10,0.11,0.11,0.24,0.11,0.11,0.11,0.11,0.11,2
10,0.11,0.11,0.24,0.11,0.11,0.11,0.11,0.11,2
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.08,0.08,0.08,0.08,0.42,0.08,0.08,0.08,4
10,0.1,0.1,0.1,0.1,0.33,0.1,0.1,0.1,4
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.04,0.04,0.04,0.04,0.7,0.04,0.04,0.04,4
10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.67,7
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.68,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.44,7
10,0.08,0.08,0.08,0.08,0.08,0.08,0.44,0.08,6
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.02,0.02,0.02,0.02,0.02,0.02,0.87,0.02,6
10,0.1,0.1,0.1,0.1,0.1,0.28,0.1,0.1,5
10,0.06,0.06,0.06,0.06,0.06,0.6,0.06,0.06,5
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.05,0.05,0.05,0.05,0.64,0.05,0.05,0.05,4
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,4
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.07,0.07,0.5,0.07,0.07,0.07,0.07,0.07,2
10,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
10,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,1
10,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,5
10,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,1
10,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,5
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.06,0.06,0.06,0.06,0.06,0.06,0.6,0.06,6
10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.45,7
10,0.08,0.08,0.08,0.45,0.08,0.08,0.08,0.08,3
10,0.1,0.33,0.1,0.1,0.1,0.1,0.1,0.1,1
10,0.1,0.1,0.1,0.1,0.33,0.1,0.1,0.1,4
10,0.1,0.33,0.1,0.1,0.1,0.1,0.1,0.1,1
10,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,6
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.07,0.07,0.52,0.07,0.07,0.07,0.07,0.07,2
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.09,0.09,0.09,0.09,0.09,0.09,0.39,0.09,6
10,0.1,0.29,0.1,0.1,0.1,0.1,0.1,0.1,1
10,0.1,0.1,0.1,0.1,0.29,0.1,0.1,0.1,4
10,0.1,0.1,0.29,0.1,0.1,0.1,0.1,0.1,2
10,0.1,0.1,0.31,0.1,0.1,0.1,0.1,0.1,2
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
