,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,dominant_topic
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.7,7
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.05,0.05,0.05,0.05,0.05,0.05,0.64,0.05,6
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.7,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
4,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.56,7
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.64,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.04,0.04,0.04,0.04,0.7,0.04,0.04,0.04,4
4,0.05,0.05,0.05,0.05,0.05,0.67,0.05,0.05,5
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.54,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.04,0.04,0.04,0.04,0.04,0.72,0.04,0.04,5
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.05,0.05,0.05,0.05,0.05,0.05,0.64,0.05,6
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.05,0.05,0.05,0.05,0.66,0.05,0.05,0.05,4
4,0.08,0.08,0.47,0.08,0.08,0.08,0.08,0.08,2
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.04,0.04,0.75,0.04,0.04,0.04,0.04,0.04,2
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.07,0.07,0.07,0.07,0.07,0.51,0.07,0.07,5
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.07,0.07,0.07,0.07,0.07,0.07,0.52,0.07,6
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.06,0.06,0.06,0.06,0.06,0.06,0.55,0.06,6
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,5
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.06,0.06,0.59,0.06,0.06,0.06,0.06,0.06,2
4,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.59,7
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.04,0.04,0.04,0.7,0.04,0.04,0.04,0.04,3
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.06,0.06,0.06,0.06,0.06,0.06,0.6,0.06,6
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.04,0.04,0.04,0.04,0.74,0.04,0.04,0.04,4
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.05,0.05,0.05,0.05,0.68,0.05,0.05,0.05,4
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.07,0.07,0.07,0.5,0.07,0.07,0.07,0.07,3
4,0.07,0.07,0.07,0.49,0.07,0.07,0.07,0.07,3
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.55,7
5,0.55,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.04,0.7,0.04,0.04,0.04,0.04,0.04,0.04,1
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.05,0.05,0.62,0.05,0.05,0.05,0.05,0.05,2
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.06,0.06,0.57,0.06,0.06,0.06,0.06,0.06,2
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.54,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0
5,0.06,0.06,0.06,0.06,0.59,0.06,0.06,0.06,4
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.05,0.68,0.05,0.05,0.05,0.05,0.05,0.05,1
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.09,0.09,0.09,0.09,0.39,0.09,0.09,0.09,4
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.07,0.07,0.07,0.07,0.07,0.51,0.07,0.07,5
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.05,0.05,0.05,0.05,0.05,0.64,0.05,0.05,5
5,0.64,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.7,7
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.06,0.06,0.55,0.06,0.06,0.06,0.06,0.06,2
5,0.07,0.07,0.07,0.07,0.07,0.07,0.54,0.07,6
5,0.07,0.07,0.07,0.48,0.07,0.07,0.07,0.07,3
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.04,0.04,0.04,0.04,0.7,0.04,0.04,0.04,4
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.06,0.06,0.06,0.06,0.06,0.06,0.55,0.06,6
5,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.6,7
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.08,0.42,0.08,0.08,0.08,0.08,0.08,0.08,1
5,0.08,0.08,0.08,0.08,0.41,0.08,0.08,0.08,4
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.7,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.04,0.7,0.04,0.04,0.04,0.04,0.04,0.04,1
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.59,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.04,0.04,0.04,0.04,0.7,0.04,0.04,0.04,4
5,0.65,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
5,0.04,0.04,0.04,0.04,0.04,0.04,0.72,0.04,6
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.06,0.06,0.06,0.06,0.59,0.06,0.06,0.06,4
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.04,0.04,0.7,0.04,0.04,0.04,0.04,0.04,2
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.05,0.05,0.05,0.05,0.05,0.05,0.62,0.05,6
5,0.06,0.06,0.06,0.57,0.06,0.06,0.06,0.06,3
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
5,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.08,0.08,0.08,0.08,0.08,0.41,0.08,0.08,5
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.76,7
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.49,7
6,0.07,0.49,0.07,0.07,0.07,0.07,0.07,0.07,1
6,0.08,0.47,0.08,0.08,0.08,0.08,0.08,0.08,1
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.05,0.05,0.05,0.05,0.64,0.05,0.05,0.05,4
6,0.06,0.6,0.06,0.06,0.06,0.06,0.06,0.06,1
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.43,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0
6,0.07,0.52,0.07,0.07,0.07,0.07,0.07,0.07,1
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.64,7
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,2
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.75,7
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.07,0.07,0.51,0.07,0.07,0.07,0.07,0.07,2
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.02,0.87,0.02,0.02,0.02,0.02,0.02,0.02,1
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.62,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.07,0.07,0.07,0.49,0.07,0.07,0.07,0.07,3
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.07,0.07,0.07,0.07,0.07,0.07,0.53,0.07,6
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.06,0.06,0.06,0.06,0.06,0.06,0.55,0.06,6
